Gender,Age at which Loan was Taken,Year of Application,A-levels,Education,Employment type,Current Employment Sector,Proposed Business Sector,Current Annual Income,Total Capital,Address,Refree Present,Refree 1,Refree 2,Refree 3,Loan Payment Failure
D,42,2010,41,Law,Contractual,Civil,IT,108343,66044,XYZ,1,Self Business:117073,Salaried:95379,Self Business:78124,0
Q,47,2015,76,Arts,Contractual,Civil,Civil,93429,49865,PQR,0,NA,NA,NA,0
C,47,2020,60,Arts,Self Business,Finance,Civil,139766,75322,TUK,1,Contractual:69105,Salaried:46195,Self Business:110605,1
Q,44,2005,83,Arts,Contractual,Civil,Finance,48268,22069,ABC,1,Contractual:47180,Contractual:61102,Contractual:45914,1
D,41,1998,43,Arts,Contractual,Finance,IT,77128,24473,PQR,1,Self Business:81692,Salaried:119395,Contractual:52121,0
Q,43,2011,86,Arts,Self Business,IT,Civil,62126,25994,ABC,1,Contractual:117166,Self Business:112863,Contractual:71189,0
C,41,2019,73,Arts,Contractual,IT,IT,118072,20378,XYZ,1,Self Business:22815,Salaried:21001,Salaried:39413,1
D,46,2021,41,Business,Self Business,Finance,Civil,141063,53858,PQR,1,Self Business:136200,Self Business:56427,Contractual:64528,0
P,47,2008,74,STEM,Self Business,IT,Finance,70028,72656,GHI,1,Salaried:122053,Self Business:44148,Salaried:110996,0
P,49,2015,68,Business,Self Business,IT,IT,112997,37182,MNP,0,NA,NA,NA,0
Q,47,2004,74,Arts,Self Business,IT,Agriculture,63884,65363,PQR,1,Self Business:140491,Salaried:50993,Self Business:87510,1
P,48,2021,54,Business,Self Business,Civil,Civil,118204,74517,ABC,1,Salaried:86458,Self Business:86743,Contractual:135701,1
P,49,2000,71,STEM,Salaried,IT,Agriculture,139097,36981,XYZ,1,Salaried:148686,Contractual:44382,Self Business:69388,0
P,43,2004,62,Law,Self Business,Civil,IT,79476,56011,MNP,1,Salaried:94739,Salaried:110963,Self Business:127861,1
C,46,1999,62,Business,Self Business,Civil,IT,50204,49229,MNP,1,Salaried:147369,Salaried:97084,Contractual:134909,1
P,48,2016,59,STEM,Contractual,Agriculture,Civil,104932,76043,ABC,1,Self Business:103700,Salaried:58081,Salaried:66408,0
P,48,2003,90,Arts,Contractual,Civil,Agriculture,59046,66203,GHI,0,NA,NA,NA,1
D,40,2006,71,STEM,Contractual,Agriculture,IT,53759,42128,MNP,1,Salaried:59135,Salaried:49947,Self Business:104470,0
D,47,2003,41,Business,Contractual,Finance,Agriculture,120728,66933,PQR,1,Self Business:97668,Self Business:94896,Contractual:148326,0
P,44,2015,58,Law,Contractual,Agriculture,Finance,32731,34681,MNP,1,Self Business:48423,Salaried:40852,Salaried:59036,1
P,49,2002,68,Business,Salaried,Finance,IT,42888,22104,TUK,0,NA,NA,NA,0
P,49,2014,78,STEM,Contractual,IT,Agriculture,119996,59539,PQR,0,NA,NA,NA,1
Q,49,2008,72,Arts,Contractual,IT,IT,34853,79149,TUK,1,Self Business:64753,Contractual:79295,Self Business:113797,1
P,42,2014,66,Arts,Contractual,Agriculture,Finance,116480,31138,GHI,1,Salaried:30800,Self Business:30816,Self Business:40305,1
D,50,2020,70,Law,Self Business,IT,Civil,99919,37922,PQR,1,Contractual:67314,Contractual:76178,Contractual:53360,1
D,50,2015,89,Arts,Salaried,IT,IT,130778,75154,ABC,0,NA,NA,NA,0
P,45,2012,62,STEM,Contractual,Finance,Agriculture,135931,42866,ABC,0,NA,NA,NA,0
P,40,1998,71,Arts,Salaried,Civil,Agriculture,131781,20889,GHI,1,Salaried:26633,Self Business:20293,Contractual:39255,1
C,42,2001,70,Business,Contractual,IT,Agriculture,135190,56774,TUK,1,Self Business:116459,Contractual:109438,Self Business:63663,1
D,43,2021,50,Arts,Self Business,IT,Civil,144716,79380,XYZ,1,Self Business:147381,Contractual:119168,Contractual:119249,1
Q,48,2009,76,Arts,Self Business,Civil,Agriculture,40271,49380,TUK,0,NA,NA,NA,0
P,46,2007,78,STEM,Salaried,IT,Finance,60472,41213,MNP,1,Self Business:123809,Self Business:137113,Self Business:87998,0
C,42,1999,71,Business,Self Business,IT,Civil,147449,72705,XYZ,1,Self Business:34249,Contractual:27799,Self Business:40912,1
P,49,2020,72,Arts,Self Business,Agriculture,Civil,56808,23390,PQR,1,Salaried:127262,Self Business:58440,Contractual:55742,1
C,46,2009,51,Law,Contractual,Civil,Finance,30332,34827,MNP,0,NA,NA,NA,1
P,44,1998,88,STEM,Contractual,Agriculture,Civil,30132,59562,PQR,0,NA,NA,NA,1
D,40,2010,82,STEM,Contractual,IT,Finance,87775,72518,GHI,0,NA,NA,NA,0
C,41,2019,88,Law,Self Business,Civil,Agriculture,86450,23246,MNP,0,NA,NA,NA,0
P,41,2021,90,Arts,Self Business,Civil,Civil,135958,34026,ABC,0,NA,NA,NA,1
Q,45,2008,59,STEM,Contractual,Agriculture,Civil,92781,35396,PQR,1,Contractual:125138,Self Business:144291,Salaried:96557,1
Q,41,2009,68,STEM,Self Business,Agriculture,Agriculture,97996,32237,XYZ,0,NA,NA,NA,0
P,48,2020,74,Arts,Self Business,Agriculture,Civil,86993,25255,GHI,1,Self Business:54546,Salaried:65263,Self Business:138612,0
P,46,2013,89,Business,Self Business,Civil,IT,62679,74368,GHI,0,NA,NA,NA,1
P,41,2003,76,Law,Contractual,IT,IT,38613,78738,XYZ,0,NA,NA,NA,1
D,40,2011,74,Arts,Contractual,IT,IT,106182,76234,GHI,1,Salaried:21138,Salaried:29040,Self Business:39333,1
C,44,2004,75,Arts,Salaried,Agriculture,Finance,137475,35951,ABC,1,Contractual:66508,Contractual:122881,Self Business:123327,1
D,45,2005,43,Arts,Contractual,IT,Agriculture,75153,69560,PQR,0,NA,NA,NA,0
P,45,2018,76,STEM,Self Business,Agriculture,IT,71016,54560,PQR,0,NA,NA,NA,0
C,49,1999,57,Arts,Salaried,Civil,Agriculture,148528,25418,MNP,0,NA,NA,NA,0
D,49,1998,80,Business,Self Business,Agriculture,IT,52769,39435,XYZ,0,NA,NA,NA,0
D,49,1999,67,Arts,Contractual,Agriculture,Finance,66366,57987,GHI,0,NA,NA,NA,0
Q,41,1998,70,Law,Self Business,IT,IT,71173,55067,PQR,1,Contractual:66604,Contractual:61703,Contractual:121940,1
Q,45,2006,90,Arts,Contractual,Civil,Agriculture,79308,64493,GHI,0,NA,NA,NA,0
C,41,2006,89,Arts,Self Business,Civil,Civil,66079,43947,TUK,0,NA,NA,NA,0
C,42,2001,65,Arts,Contractual,Civil,Agriculture,35367,27915,TUK,0,NA,NA,NA,1
Q,40,2004,79,Business,Contractual,IT,Agriculture,111527,62877,XYZ,0,NA,NA,NA,0
D,47,2020,78,STEM,Self Business,Agriculture,Civil,50737,44674,PQR,1,Contractual:42248,Contractual:100931,Self Business:88558,1
Q,40,2020,46,Arts,Self Business,Finance,Finance,143113,42524,GHI,1,Contractual:45449,Contractual:135348,Contractual:52129,1
C,48,2010,41,Business,Salaried,Finance,Finance,62516,34024,XYZ,0,NA,NA,NA,0
Q,49,2016,49,Law,Salaried,IT,IT,105951,53211,MNP,1,Contractual:89247,Contractual:65988,Contractual:133690,1
D,42,2018,84,Business,Self Business,Finance,Civil,63734,35148,MNP,1,Contractual:77575,Contractual:99220,Self Business:115207,0
P,49,2005,59,Law,Self Business,Agriculture,Civil,113417,57515,ABC,1,Contractual:82835,Self Business:83368,Salaried:84696,0
D,40,2023,41,Arts,Self Business,Civil,Agriculture,81568,24899,TUK,1,Self Business:41103,Self Business:101363,Contractual:124175,0
P,49,2023,88,Business,Self Business,IT,Finance,126497,76809,XYZ,1,Salaried:143004,Salaried:51406,Contractual:60316,0
P,48,2010,57,Business,Self Business,Civil,Civil,87026,67297,ABC,1,Contractual:139320,Contractual:71678,Contractual:113326,1
Q,47,2008,70,Arts,Contractual,Agriculture,Finance,116021,48141,ABC,1,Salaried:125767,Salaried:42872,Self Business:86785,0
C,40,2012,80,STEM,Self Business,Civil,Civil,73460,55275,GHI,0,NA,NA,NA,0
P,40,2012,61,Law,Self Business,Agriculture,Finance,129678,31763,XYZ,1,Self Business:86634,Self Business:93237,Salaried:64226,0
P,48,2012,74,Law,Salaried,IT,IT,47826,22427,MNP,1,Contractual:118421,Salaried:96343,Contractual:62448,1
C,48,2004,74,STEM,Contractual,Finance,Civil,67944,58710,ABC,0,NA,NA,NA,0
P,48,2003,58,STEM,Contractual,Agriculture,Finance,139158,52423,MNP,1,Salaried:30388,Contractual:36165,Self Business:39848,1
P,49,2006,68,Arts,Contractual,Civil,Agriculture,81153,76125,MNP,0,NA,NA,NA,1
Q,49,2013,66,Law,Salaried,Agriculture,IT,118252,26720,XYZ,0,NA,NA,NA,0
P,42,2021,68,Business,Self Business,IT,Civil,90551,61473,MNP,0,NA,NA,NA,1
P,43,2018,85,Arts,Contractual,Agriculture,IT,104579,73940,GHI,1,Contractual:72496,Contractual:86543,Contractual:89875,1
Q,41,2008,80,STEM,Self Business,Finance,Finance,98923,76963,MNP,0,NA,NA,NA,0
Q,46,1999,75,STEM,Salaried,Finance,Finance,45433,37307,PQR,0,NA,NA,NA,0
D,41,2020,89,Arts,Self Business,IT,Civil,72870,26936,TUK,0,NA,NA,NA,1
C,50,2007,80,STEM,Self Business,Agriculture,Civil,109894,78709,GHI,0,NA,NA,NA,0
Q,48,2014,83,STEM,Salaried,Agriculture,Finance,109148,59958,ABC,0,NA,NA,NA,1
C,48,2023,40,Business,Salaried,Finance,Agriculture,128759,68863,TUK,1,Contractual:133143,Contractual:96251,Self Business:89519,1
Q,40,2004,41,STEM,Contractual,Civil,Finance,72380,62642,PQR,1,Contractual:97105,Self Business:117739,Self Business:119856,0
D,47,2014,62,Law,Contractual,Agriculture,IT,132257,67248,MNP,1,Contractual:27296,Salaried:23861,Self Business:39969,1
C,48,2020,55,Business,Self Business,Finance,Civil,105083,57970,ABC,1,Salaried:94313,Salaried:103866,Self Business:57954,1
D,40,2008,85,Business,Self Business,Finance,Finance,44667,39487,GHI,1,Contractual:28150,Salaried:20942,Self Business:39119,1
P,50,2002,81,Law,Salaried,Agriculture,Civil,147590,78478,PQR,1,Self Business:68565,Salaried:49585,Salaried:76611,0
C,48,2021,80,Law,Self Business,Finance,Civil,143823,26859,GHI,0,NA,NA,NA,1
P,44,2002,63,Law,Self Business,Civil,Agriculture,115418,69880,TUK,1,Contractual:121314,Self Business:112271,Contractual:101356,0
C,50,2002,71,STEM,Contractual,Finance,IT,140588,57061,GHI,1,Self Business:131671,Salaried:61843,Self Business:69135,1
P,40,2019,74,Law,Contractual,Finance,Finance,63217,68523,PQR,0,NA,NA,NA,1
Q,41,2002,44,Law,Salaried,IT,IT,84064,45103,TUK,1,Contractual:32264,Salaried:38837,Contractual:40816,1
Q,40,2013,57,Arts,Contractual,Agriculture,Agriculture,30056,20814,ABC,0,NA,NA,NA,1
D,40,2007,68,Law,Salaried,Civil,Agriculture,50429,78204,ABC,0,NA,NA,NA,0
C,43,1998,65,Arts,Contractual,IT,IT,37283,25102,TUK,0,NA,NA,NA,1
D,46,2020,73,Arts,Self Business,Civil,Civil,43417,62396,XYZ,0,NA,NA,NA,1
C,48,2009,48,Business,Contractual,Agriculture,IT,20557,32394,ABC,0,NA,NA,NA,1
P,45,2014,71,Law,Contractual,IT,Agriculture,32036,67827,XYZ,0,NA,NA,NA,1
C,50,2001,71,Business,Salaried,IT,IT,48299,39157,ABC,0,NA,NA,NA,1
D,48,2000,89,STEM,Self Business,Finance,IT,71792,52943,XYZ,1,Salaried:83001,Self Business:75477,Contractual:66723,0
C,45,2007,82,Business,Self Business,Finance,Civil,56512,45363,MNP,1,Salaried:63248,Self Business:108165,Self Business:71183,1
P,46,2018,59,STEM,Salaried,Civil,Civil,54090,73512,XYZ,1,Contractual:109539,Salaried:82738,Salaried:117761,1
Q,40,2013,80,STEM,Self Business,Agriculture,Agriculture,103475,20531,MNP,1,Contractual:90308,Contractual:93388,Self Business:142788,1
D,41,2000,48,Law,Self Business,IT,Agriculture,147805,71027,PQR,1,Contractual:100535,Contractual:81374,Salaried:141367,0
D,46,2022,71,STEM,Self Business,Agriculture,IT,97263,74900,GHI,1,Self Business:36448,Self Business:22875,Salaried:39346,1
Q,47,2002,88,Law,Salaried,Finance,IT,92667,30192,ABC,1,Salaried:147253,Self Business:101205,Self Business:60863,0
C,47,2022,45,Law,Salaried,Finance,Civil,150000,27130,XYZ,0,NA,NA,NA,0
P,40,2005,51,Arts,Salaried,IT,IT,113126,23034,TUK,0,NA,NA,NA,1
P,40,2001,55,Business,Contractual,Finance,IT,148364,42130,ABC,0,NA,NA,NA,1
Q,49,2014,83,Arts,Salaried,Finance,Civil,108579,59197,GHI,1,Contractual:49109,Contractual:84120,Contractual:108058,1
C,41,2022,42,STEM,Self Business,IT,Finance,133464,77509,GHI,0,NA,NA,NA,0
P,49,2007,49,STEM,Contractual,Finance,Finance,112589,66993,GHI,1,Self Business:57871,Contractual:74581,Self Business:92513,1
C,43,2003,81,STEM,Contractual,Finance,Agriculture,31073,23208,TUK,0,NA,NA,NA,1
C,50,2023,73,Law,Salaried,IT,IT,143006,36968,MNP,1,Salaried:94382,Contractual:96273,Salaried:142757,0
Q,43,2010,73,Business,Contractual,IT,Finance,65140,62382,XYZ,0,NA,NA,NA,0
D,47,2005,52,Arts,Salaried,Finance,IT,139826,67673,TUK,1,Salaried:115493,Salaried:57138,Salaried:127192,0
C,47,2000,71,Arts,Contractual,Finance,IT,89124,52982,TUK,0,NA,NA,NA,0
Q,49,2002,69,Arts,Contractual,IT,IT,24901,34181,XYZ,0,NA,NA,NA,1
P,40,2001,65,Law,Contractual,Civil,Civil,32441,46906,XYZ,1,Self Business:129430,Salaried:62797,Self Business:138204,1
Q,43,2022,50,Arts,Salaried,Agriculture,Finance,112422,36638,TUK,0,NA,NA,NA,1
C,50,2012,87,Business,Self Business,IT,Civil,59938,51954,XYZ,0,NA,NA,NA,0
Q,42,2023,66,Law,Contractual,Agriculture,IT,100953,41898,TUK,1,Salaried:144612,Salaried:74304,Self Business:104112,0
D,49,2023,75,Law,Salaried,Civil,Agriculture,93431,51562,TUK,1,Salaried:133460,Salaried:82001,Contractual:75761,1
P,46,2000,42,Law,Salaried,Agriculture,Agriculture,82160,61659,PQR,1,Salaried:131207,Self Business:118450,Contractual:51273,1
C,50,2013,45,Law,Salaried,Finance,Civil,117184,31804,GHI,1,Salaried:113495,Salaried:112152,Salaried:135830,0
C,46,2021,84,Arts,Self Business,Finance,Civil,82566,78253,PQR,0,NA,NA,NA,1
P,48,2021,60,STEM,Self Business,Agriculture,Agriculture,132213,26877,PQR,1,Salaried:34319,Self Business:21513,Salaried:39052,1
P,43,2007,81,Arts,Self Business,Civil,IT,74478,28839,MNP,0,NA,NA,NA,1
C,44,2020,46,STEM,Salaried,Finance,Agriculture,50226,70323,PQR,1,Contractual:29447,Contractual:21192,Self Business:40929,1
Q,42,2005,58,Law,Salaried,IT,IT,147342,41761,PQR,1,Salaried:75559,Contractual:73140,Salaried:76268,0
P,45,2016,57,Law,Self Business,IT,Agriculture,64090,74006,TUK,1,Contractual:50071,Contractual:69171,Contractual:64877,1
Q,50,2021,57,Arts,Self Business,Civil,Agriculture,89192,36293,GHI,1,Self Business:109613,Self Business:50672,Contractual:62066,1
C,45,2003,79,Business,Contractual,Finance,Agriculture,33314,29008,MNP,1,Salaried:60204,Self Business:102359,Salaried:65739,1
Q,48,2010,57,Arts,Self Business,Civil,Civil,82800,43940,TUK,1,Salaried:78229,Self Business:57591,Salaried:85537,0
D,48,2012,78,Law,Salaried,Civil,IT,136041,54748,MNP,0,NA,NA,NA,0
Q,45,2013,80,Business,Self Business,Finance,Finance,57046,70421,XYZ,0,NA,NA,NA,0
C,48,2015,77,Arts,Self Business,Finance,Agriculture,128440,77224,GHI,1,Contractual:134006,Contractual:61879,Self Business:94574,0
P,43,2020,78,Business,Contractual,IT,IT,90679,51032,ABC,1,Contractual:148898,Self Business:70526,Salaried:46400,0
Q,46,2003,51,Arts,Salaried,Finance,Agriculture,147362,29662,ABC,1,Contractual:115372,Contractual:76378,Contractual:87344,1
P,48,2006,85,STEM,Salaried,Civil,Agriculture,134328,23205,ABC,0,NA,NA,NA,1
P,41,2017,45,STEM,Salaried,Agriculture,Civil,75384,25229,TUK,1,Salaried:43897,Self Business:87360,Self Business:78155,0
P,48,1999,65,STEM,Self Business,IT,Agriculture,103595,65811,XYZ,0,NA,NA,NA,0
Q,42,2016,74,Law,Salaried,IT,IT,64137,30077,PQR,0,NA,NA,NA,0
Q,41,2006,65,Law,Contractual,IT,Civil,121701,34779,GHI,1,Contractual:50154,Salaried:48623,Self Business:96145,0
Q,41,2022,44,Arts,Contractual,Civil,Agriculture,41213,79440,XYZ,1,Self Business:49226,Salaried:91870,Contractual:70721,0
P,48,2010,75,STEM,Contractual,IT,Finance,90654,59488,TUK,0,NA,NA,NA,0
P,46,2002,60,Business,Self Business,Finance,IT,123833,64656,XYZ,1,Salaried:70369,Salaried:53793,Salaried:129443,1
D,46,2020,60,Law,Self Business,Agriculture,Civil,45349,66529,ABC,0,NA,NA,NA,1
C,44,2007,74,Business,Salaried,Civil,Agriculture,114841,75951,TUK,1,Contractual:40535,Contractual:46500,Salaried:58542,0
D,45,2001,42,Arts,Contractual,Civil,IT,77364,48479,GHI,0,NA,NA,NA,1
P,46,2007,80,Law,Self Business,Civil,IT,94658,44650,MNP,0,NA,NA,NA,1
D,48,2020,56,Arts,Self Business,Civil,Civil,87180,76935,GHI,1,Salaried:65082,Self Business:60577,Self Business:99403,0
D,46,2017,54,Arts,Self Business,IT,Agriculture,82089,40525,GHI,1,Self Business:63828,Self Business:46448,Salaried:74486,0
P,48,2008,73,Law,Contractual,Agriculture,Agriculture,55436,66817,GHI,0,NA,NA,NA,0
P,44,2000,47,Law,Salaried,Agriculture,Civil,40801,28426,PQR,1,Salaried:145495,Salaried:44307,Self Business:64254,0
D,50,2023,62,STEM,Contractual,Agriculture,Finance,33581,62455,PQR,0,NA,NA,NA,1
P,43,2020,43,STEM,Self Business,IT,Civil,73245,47232,PQR,1,Salaried:122539,Salaried:107750,Self Business:130410,1
D,46,2012,63,Arts,Self Business,IT,Agriculture,120324,24404,XYZ,0,NA,NA,NA,0
Q,48,2013,41,Business,Contractual,Finance,Civil,59479,59245,XYZ,1,Salaried:135258,Contractual:54749,Contractual:101299,0
C,43,2021,43,STEM,Self Business,IT,Civil,50574,47641,ABC,0,NA,NA,NA,1
D,48,2003,78,Arts,Contractual,Finance,IT,108534,56354,ABC,0,NA,NA,NA,0
C,48,2015,40,Business,Salaried,Agriculture,IT,114168,57549,MNP,1,Salaried:60968,Contractual:78400,Self Business:102220,0
P,46,2020,67,Law,Self Business,Agriculture,Civil,145443,31298,GHI,0,NA,NA,NA,1
C,49,2000,63,STEM,Contractual,Agriculture,Finance,60124,63404,XYZ,1,Salaried:78055,Self Business:115079,Self Business:122422,0
P,47,2009,41,Arts,Self Business,IT,IT,60884,47890,ABC,0,NA,NA,NA,1
Q,48,2000,42,Arts,Contractual,IT,Agriculture,92258,69368,GHI,1,Contractual:78923,Self Business:132130,Salaried:129263,0
Q,44,2003,50,Business,Contractual,Civil,IT,60747,63615,XYZ,0,NA,NA,NA,0
D,48,2006,82,Law,Self Business,IT,IT,142318,46845,XYZ,0,NA,NA,NA,0
Q,45,2002,72,Arts,Salaried,Agriculture,Finance,47418,70955,MNP,0,NA,NA,NA,0
P,44,2017,41,Law,Salaried,Agriculture,Finance,72927,29676,GHI,0,NA,NA,NA,1
P,47,2002,43,Law,Salaried,Civil,Civil,90368,62753,TUK,0,NA,NA,NA,0
D,49,2015,73,Business,Contractual,IT,Agriculture,53228,25064,PQR,1,Contractual:79437,Salaried:148740,Contractual:63369,1
P,41,2006,61,Law,Contractual,Finance,Civil,111545,70284,MNP,0,NA,NA,NA,0
P,40,2021,78,Business,Self Business,Finance,IT,111290,41841,ABC,1,Salaried:52963,Salaried:75436,Contractual:149346,0
P,50,2005,71,STEM,Contractual,Finance,IT,103327,35629,ABC,0,NA,NA,NA,0
P,41,2017,60,Law,Self Business,Civil,Civil,77331,69298,GHI,1,Contractual:132253,Self Business:103575,Salaried:85887,1
Q,49,2002,50,Arts,Contractual,Civil,IT,27290,38023,GHI,1,Salaried:100525,Salaried:127116,Self Business:129899,1
P,47,2013,70,Law,Contractual,Agriculture,Finance,146958,27052,MNP,1,Salaried:127161,Contractual:120381,Salaried:69247,1
P,43,2017,76,Law,Contractual,Civil,IT,135713,29497,GHI,0,NA,NA,NA,0
Q,40,2014,88,STEM,Self Business,Finance,Agriculture,52654,33769,PQR,1,Contractual:24534,Contractual:22937,Contractual:40809,1
P,50,2010,65,Business,Self Business,Civil,Finance,126087,21159,PQR,1,Contractual:43811,Self Business:71265,Salaried:92908,1
P,47,2020,57,Business,Self Business,IT,Civil,110656,46475,TUK,0,NA,NA,NA,1
D,49,2010,86,Arts,Salaried,IT,Finance,44183,41813,TUK,1,Contractual:96282,Salaried:145366,Salaried:61367,0
P,42,2020,77,Arts,Self Business,Civil,Civil,126148,55416,XYZ,1,Contractual:81046,Contractual:143136,Salaried:96618,1
C,41,2008,41,Arts,Contractual,IT,Agriculture,75127,62517,TUK,0,NA,NA,NA,0
P,43,2023,82,Arts,Contractual,Civil,Agriculture,22574,72090,MNP,1,Salaried:115748,Contractual:136392,Self Business:143454,1
P,43,2001,66,Arts,Self Business,Agriculture,Agriculture,97885,53318,ABC,0,NA,NA,NA,1
P,40,1998,65,Business,Contractual,Agriculture,IT,136138,24203,XYZ,1,Salaried:41707,Salaried:106029,Self Business:75020,0
P,44,1999,65,Law,Contractual,Civil,IT,135863,36851,MNP,0,NA,NA,NA,0
P,42,2002,62,Law,Contractual,IT,Finance,124140,55933,XYZ,1,Salaried:40413,Self Business:122338,Contractual:106685,1
C,47,2000,51,Business,Salaried,Agriculture,Agriculture,127120,56593,PQR,0,NA,NA,NA,0
P,43,2002,75,Business,Contractual,Agriculture,IT,97376,48237,XYZ,1,Salaried:83707,Contractual:126832,Salaried:77767,0
D,47,2022,59,Business,Salaried,Agriculture,IT,128381,59155,GHI,1,Contractual:84275,Contractual:115943,Self Business:116138,0
Q,42,2018,77,Law,Self Business,Agriculture,Finance,82720,71286,GHI,0,NA,NA,NA,0
Q,45,2016,48,Arts,Self Business,Agriculture,Finance,137432,55512,TUK,1,Salaried:22072,Salaried:35464,Salaried:39489,1
P,46,2013,80,Law,Contractual,IT,Finance,95386,50208,PQR,1,Contractual:73432,Contractual:103513,Contractual:131638,1
D,49,2022,90,Law,Salaried,Agriculture,Civil,69479,53114,GHI,1,Salaried:25291,Self Business:23694,Self Business:40779,1
D,43,2020,89,STEM,Self Business,Finance,Civil,64743,56504,ABC,0,NA,NA,NA,1
C,48,2006,47,Arts,Contractual,Agriculture,Finance,129400,45020,PQR,1,Salaried:92278,Salaried:59381,Self Business:74992,0
C,49,2023,77,Arts,Self Business,Civil,IT,131881,35519,ABC,0,NA,NA,NA,1
C,46,2005,86,Arts,Salaried,IT,Agriculture,147533,78755,PQR,1,Salaried:138025,Contractual:82525,Salaried:109724,0
P,43,2009,83,Law,Salaried,IT,IT,123489,55531,TUK,1,Contractual:131514,Contractual:98115,Self Business:104590,1
C,48,2000,51,Arts,Salaried,Agriculture,Civil,48016,59346,XYZ,1,Salaried:31816,Self Business:20995,Salaried:39124,1
Q,49,2002,78,STEM,Self Business,Agriculture,Finance,138986,55608,GHI,1,Salaried:67148,Contractual:55935,Self Business:84893,1
P,42,2020,56,STEM,Self Business,Agriculture,Civil,48566,52633,MNP,0,NA,NA,NA,1
Q,50,2019,43,Business,Salaried,IT,IT,57664,27864,MNP,0,NA,NA,NA,0
P,40,2007,71,Law,Contractual,Agriculture,Agriculture,148679,38993,MNP,1,Contractual:56175,Contractual:139195,Contractual:97789,1
P,48,2002,65,STEM,Self Business,Civil,IT,62056,28487,XYZ,1,Salaried:102114,Self Business:131709,Self Business:93673,1
C,47,2001,90,Arts,Contractual,Civil,Agriculture,85731,43901,XYZ,1,Contractual:95012,Contractual:54821,Contractual:91222,1
Q,48,2023,59,Arts,Salaried,IT,Agriculture,74716,41187,XYZ,1,Self Business:128123,Salaried:69002,Self Business:46736,1
